MLS#,Province,Region,City,Subdivision,Street,Address,Property Type,Date Listed,Price,Beds,Baths,Total_Sqft,Bedroom_Sqm,Dining_Sqm,Living_Sqm,Kitchen_Sqm,Cooling,Heating,Parking,Basement,Amenities,Features,Exterior Features,Street_City,LatLong,Latitude,Longitude
W5499591,ON,Toronto,Toronto,,806 Indian Rd,"806 Indian Rd, Toronto, ON",Single Family,2022-02-11,1790000,5 bed,4 bath,,13.44,15.36,16.32,15.36,,Forced air,Detached garage,"Finished, N/A (Finished)",,Lane,,"806 Indian Rd , Toronto","(43.66376089310345, -79.45944228275862)",43.66376089310345,-79.45944228275862
W5499728,ON,Toronto,Toronto,,73 Bonnyview Dr,"73 Bonnyview Dr, Toronto, ON",Single Family,2022-02-11,1488800,5 bed,5 bath,,0.0,29.25,20.02,28.58,Central air conditioning,Forced air,Garage,"N/A (Finished), Finished",,,,"73 Bonnyview Dr , Toronto","(43.632545199999996, -79.49499082251089)",43.632545199999996,-79.49499082251089
C5498376,ON,Toronto,Toronto,,70 Alexander St,"411 - 70 Alexander St, Toronto, ON",Condo,2022-02-11,579000,1 bed,1 bath,,11.56,15.89,15.89,6.07,Central air conditioning,Forced air,Underground,,,Balcony,,"70 Alexander St , Toronto","(43.663758, -79.38024)",43.663758,-79.38024
C5498413,ON,Toronto,Toronto,,231 Fort York Blvd,"1115 - 231 Fort York Blvd, Toronto, ON",Condo,2022-02-11,449000,0 bed,1 bath,,0.0,0.0,14.48,4.61,Central air conditioning,Forced air,,,,,,"231 Fort York Blvd , Toronto","(43.6365482, -79.4066264)",43.6365482,-79.4066264
C5498833,ON,Toronto,Toronto,,170 Sumach St,"1106 - 170 Sumach St, Toronto, ON",Condo,2022-02-11,639000,1 bed,1 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,,,,Balcony,,"170 Sumach St , Toronto","(43.659516, -79.3600803)",43.659516,-79.3600803
C5498705,ON,Toronto,Toronto,,1 Bloor St E,"5203 - 1 Bloor St E, Toronto, ON",Condo,2022-02-11,799000,1 bed,1 bath,,8.1,21.6,21.6,21.6,Central air conditioning,Forced air,,,,Balcony,,"1 Bloor St E , Toronto","(43.66982485, -79.38610666444188)",43.66982485,-79.38610666444188
E5498426,ON,Toronto,Toronto,,21 Fernwood Park Ave,"21 Fernwood Park Ave, Toronto, ON",Single Family,2022-02-11,2379000,2 + 1 bed,3 bath,,0.0,0.0,24.0,8.68,,Forced Air,,,,,,"21 Fernwood Park Ave , Toronto","(43.6704702, -79.2880693)",43.6704702,-79.2880693
C5498856,ON,Toronto,Toronto,,1029 King St W,"434 - 1029 King St W, Toronto, ON",Condo,2022-02-11,649900,1 bed,1 bath,,0.0,20.64,20.64,5.04,Central air conditioning,Forced air,,,,Balcony,,"1029 King St W , Toronto","(43.6411745, -79.4154574)",43.6411745,-79.4154574
C5499235,ON,Toronto,Toronto,,127 Queen St E,"905 - 127 Queen St E, Toronto, ON",Condo,2022-02-11,568900,1 bed,1 bath,,0.0,14.34,14.34,8.83,Central air conditioning,Heat Pump,Underground,,,Balcony,,"127 Queen St E , Toronto","(43.65352023076923, -79.37373576923078)",43.65352023076923,-79.37373576923078
W5498885,ON,Toronto,Caledon,,20 Blackberry Valley Cres,"20 Blackberry Valley Cres, Caledon, ON",Single Family,2022-02-11,1249900,3 bed,3 bath,,12.3,14.4,14.4,8.2,Central air conditioning,Forced air,Garage,Full,,,,"20 Blackberry Valley Cres , Caledon","(43.752198, -79.842703)",43.752198,-79.842703
W5499168,ON,Toronto,Toronto,,50 George Butchart Dr,"423 - 50 George Butchart Dr, Toronto, ON",Condo,2022-02-11,699000,2 bed,2 bath,,76.8,219.17,219.17,219.17,Central air conditioning,Forced air,,,,Balcony,,"50 George Butchart Dr , Toronto","(43.7364786, -79.4823685)",43.7364786,-79.4823685
W5499087,ON,Toronto,Toronto,,28 Densmore Ave,"28 Densmore Ave, Toronto, ON",Single Family,2022-02-11,988000,3 bed,2 bath,,12.63,17.85,17.85,10.38,,Forced air,,"Finished, N/A (Finished)",,,,"28 Densmore Ave , Toronto","(43.71485010840909, -79.54985509606618)",43.71485010840909,-79.54985509606618
C5499244,ON,Toronto,Toronto,,21 Earl St,"120 - 21 Earl St, Toronto, ON",Condo,2022-02-11,638000,2 bed,2 bath,,0.0,22.98,22.98,5.44,Central air conditioning,Heat Pump,,,,,,"21 Earl St , Toronto","(43.6684, -79.3765095)",43.6684,-79.3765095
C5499452,ON,Toronto,Toronto,,12 York St,"3006 - 12 York St, Toronto, ON",Condo,2022-02-11,669900,2 bed,1 bath,,0.0,20.64,20.64,20.64,Central air conditioning,Forced air,,,,,,"12 York St , Toronto","(43.641627650000004, -79.38203986567781)",43.641627650000004,-79.38203986567781
C5499496,ON,Toronto,Toronto,,400 Adelaide St E,"1515 - 400 Adelaide St E, Toronto, ON",Condo,2022-02-11,889000,2 bed,2 bath,,9.12,24.88,24.88,24.25,Central air conditioning,Forced air,,,,,,"400 Adelaide St E , Toronto","(43.652682999999996, -79.3676889261983)",43.652682999999996,-79.3676889261983
W5499281,ON,Toronto,Toronto,,65 Annie Craig Dr,"6 - 65 Annie Craig Dr, Toronto, ON",Condo,2022-02-11,719990,2 bed,1 bath,,0.0,20.0,20.0,20.0,Central air conditioning,Forced air,Underground,,,Balcony,,"65 Annie Craig Dr , Toronto","(43.6253878, -79.4784544)",43.6253878,-79.4784544
C5499293,ON,Toronto,Toronto,,251 Jarvis St,"2213 - 251 Jarvis St, Toronto, ON",Condo,2022-02-11,749900,2 bed,1 bath,,6.8,5.5,13.75,0.0,Central air conditioning,Forced air,Underground,,Storage - Locker,Balcony,,"251 Jarvis St , Toronto","(43.657546234042556, -79.37461538297872)",43.657546234042556,-79.37461538297872
W5499372,ON,Toronto,Toronto,,33 Shore Breeze Dr,"1204 - 33 Shore Breeze Dr, Toronto, ON",Condo,2022-02-11,689000,1 bed,1 bath,,0.0,19.38,19.38,19.38,Central air conditioning,Heat Pump,,,,,,"33 Shore Breeze Dr , Toronto","(nan, nan)",,
W5499466,ON,Toronto,Toronto,,160 Flemington Rd,"1015 - 160 Flemington Rd, Toronto, ON",Condo,2022-02-11,564900,1 bed,1 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,,,,Balcony,,"160 Flemington Rd , Toronto","(43.7199673, -79.4490001)",43.7199673,-79.4490001
W5499373,ON,Toronto,Toronto,,40 Richview Rd,"508 - 40 Richview Rd, Toronto, ON",Condo,2022-02-11,689000,2 + 1 bed,2 bath,,9.6,8.0,8.0,8.0,,Heat Pump,,,,,,"40 Richview Rd , Toronto","(43.685088, -79.51596746067415)",43.685088,-79.51596746067415
W5496688,ON,Toronto,Toronto,,16 Brookers Lane,"3603 - 16 Brookers Lane, Toronto, ON",Condo,2022-02-10,809900,2 bed,2 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,Underground,,,Balcony,,"16 Brookers Lane , Toronto","(43.6269302, -79.4785104)",43.6269302,-79.4785104
C5496750,ON,Toronto,Toronto,,155 Yorkville Ave,"2210 - 155 Yorkville Ave, Toronto, ON",Condo,2022-02-10,599000,1 bed,1 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,,,,,,"155 Yorkville Ave , Toronto","(43.67025235, -79.3943180619247)",43.67025235,-79.3943180619247
C5496861,ON,Toronto,Toronto,,130 Neptune Dr,"707 - 130 Neptune Dr, Toronto, ON",Condo,2022-02-10,529900,3 bed,2 bath,,11.84,8.85,21.69,9.84,Central air conditioning,Forced air,,,,Balcony,,"130 Neptune Dr , Toronto","(43.7300353, -79.4408054)",43.7300353,-79.4408054
C5496724,ON,Toronto,Toronto,,285 Mutual St,"2101 - 285 Mutual St, Toronto, ON",Condo,2022-02-10,789900,2 bed,1 bath,,0.0,0.0,0.0,0.0,Central air conditioning,,,,,Balcony,,"285 Mutual St , Toronto","(43.663483, -79.378365)",43.663483,-79.378365
W5496888,ON,Toronto,Toronto,,260 Scarlett Rd,"1701 - 260 Scarlett Rd, Toronto, ON",Condo,2022-02-10,750000,2 bed,2 bath,,12.11,13.38,20.53,10.25,Central air conditioning,Forced air,,,,,,"260 Scarlett Rd , Toronto","(43.6765965, -79.5075812033582)",43.6765965,-79.5075812033582
C5497092,ON,Toronto,Toronto,,300 Balliol St,"506 - 300 Balliol St, Toronto, ON",Condo,2022-02-10,579900,1 bed,1 bath,,0.0,15.43,15.43,6.49,Central air conditioning,Forced air,,,,Balcony,,"300 Balliol St , Toronto","(43.69948615, -79.38709523017789)",43.69948615,-79.38709523017789
C5497188,ON,Toronto,Toronto,,35 Cranbrooke Ave,"35 Cranbrooke Ave, Toronto, ON",Single Family,2022-02-10,1725000,3 bed,2 bath,,12.55,12.68,18.98,10.83,Wall unit,Hot water radiator heat,Detached garage,"N/A (Partially finished), Partially finished",,Lane,,"35 Cranbrooke Ave , Toronto","(43.72880094193548, -79.40458787096773)",43.72880094193548,-79.40458787096773
W5497016,ON,Toronto,Toronto,,2220 Lake Shore Blvd W,"4201 - 2220 Lake Shore Blvd W, Toronto, ON",Condo,2022-02-10,599000,1 bed,1 bath,,0.0,0.0,9.18,7.5,Central air conditioning,Forced air,,,,Balcony,,"2220 Lake Shore Blvd W , Toronto","(43.622730700000005, -79.48318826219554)",43.622730700000005,-79.48318826219554
E5497046,ON,Toronto,Toronto,,97 Bellamy Rd S,"97 Bellamy Rd S, Toronto, ON",Single Family,2022-02-10,899000,2 bed,1 bath,,15.36,14.98,27.35,9.59,Central air conditioning,Forced air,,"N/A (Partially finished), Partially finished",,,,"97 Bellamy Rd S , Toronto","(43.7398779, -79.2276888)",43.7398779,-79.2276888
E5497591,ON,Toronto,Toronto,,630 Greenwood Ave,"310 - 630 Greenwood Ave, Toronto, ON",Condo,2022-02-10,639000,1 + 1 bed,2 bath,,0.0,9.0,0.0,9.0,,Heat Pump,,,,,,"630 Greenwood Ave , Toronto","(43.681522, -79.332519)",43.681522,-79.332519
C5497327,ON,Toronto,Toronto,,19 Western Battery Rd,"3203 - 19 Western Battery Rd, Toronto, ON",Condo,2022-02-10,749000,1 bed,2 bath,,0.0,0.0,18.48,0.0,,Forced Air,,,,,,"19 Western Battery Rd , Toronto","(43.639675100000005, -79.41135841686021)",43.639675100000005,-79.41135841686021
W5497186,ON,Toronto,Toronto,,110 Marine Parade Dr,"1209 - 110 Marine Parade Dr, Toronto, ON",Condo,2022-02-10,849000,2 bed,2 bath,,9.0,24.3,24.3,24.3,,Forced Air,,,,,,"110 Marine Parade Dr , Toronto","(43.62526545, -79.47787155398512)",43.62526545,-79.47787155398512
W5497241,ON,Toronto,Toronto,,4 Greenlaw Ave,"4 Greenlaw Ave, Toronto, ON",Single Family,2022-02-10,1100000,3 + 2 bed,3 bath,,0.0,0.0,0.0,12.3,,Forced Air,,Sep Entrance,,,,"4 Greenlaw Ave , Toronto","(43.672828, -79.4460402)",43.672828,-79.4460402
E5497290,ON,Toronto,Pickering,,1555 Kingston Rd,"221 - 1555 Kingston Rd, Pickering, ON",Townhome,2022-02-10,688800,2 bed,3 bath,,8.75,19.94,18.26,8.81,Central air conditioning,Forced air,,,,,,"1555 Kingston Rd , Pickering","(43.8439369, -79.0797886)",43.8439369,-79.0797886
C5497780,ON,Toronto,Toronto,,271 Ridley Blvd,"102 - 271 Ridley Blvd, Toronto, ON",Condo,2022-02-10,574000,1 bed,1 bath,,0.0,8.28,19.54,7.88,Central air conditioning,Forced air,,,,Cul-de-sac,,"271 Ridley Blvd , Toronto","(43.740086500000004, -79.42495197926267)",43.740086500000004,-79.42495197926267
C5496641,ON,Toronto,Toronto,,95 Taunton Rd,"95 Taunton Rd, Toronto, ON",Single Family,2022-02-10,1429000,3 bed,3 bath,,19.9,27.65,27.65,12.63,Central air conditioning,Radiant heat,Garage,"N/A (Finished), Finished",,,,"95 Taunton Rd , Toronto","(43.70855, -79.388704)",43.70855,-79.388704
C5496997,ON,Toronto,Toronto,,170 Avenue Rd,"403 - 170 Avenue Rd, Toronto, ON",Condo,2022-02-10,689000,1 bed,1 bath,,0.0,16.14,16.14,16.14,Central air conditioning,Forced air,,,,Balcony,,"170 Avenue Rd , Toronto","(43.6807629, -79.3990489)",43.6807629,-79.3990489
C5497550,ON,Toronto,Toronto,,32 Davenport Rd,"2904 - 32 Davenport Rd, Toronto, ON",Condo,2022-02-10,985000,2 bed,2 bath,,8.18,13.38,13.38,12.45,Central air conditioning,Forced air,,,,Balcony,,"32 Davenport Rd , Toronto","(43.673388349999996, -79.38995247544204)",43.673388349999996,-79.38995247544204
C5497945,ON,Toronto,Toronto,,88 Harbour St,"4308 - 88 Harbour St, Toronto, ON",Condo,2022-02-10,869900,1 bed,1 bath,,9.02,0.0,8.9,11.49,Central air conditioning,Forced air,Underground,,,Balcony,,"88 Harbour St , Toronto","(43.64194655, -79.37906991806398)",43.64194655,-79.37906991806398
E5498019,ON,Toronto,Toronto,,1102 Pape Ave,"1102 Pape Ave, Toronto, ON",Single Family,2022-02-10,1249900,4 bed,3 bath,,8.5,7.25,16.67,8.28,Central air conditioning,Forced air,Detached garage,N/A,,Lane,,"1102 Pape Ave , Toronto","(43.691841827272725, -79.34991058181818)",43.691841827272725,-79.34991058181818
C5498078,ON,Toronto,Toronto,,7 Pitcairn Cres,"7 Pitcairn Cres, Toronto, ON",Single Family,2022-02-10,1429000,4 bed,2 bath,,11.84,11.12,17.62,17.35,Central air conditioning,Forced air,Attached garage,"Finished, N/A (Finished)",,,,"7 Pitcairn Cres , Toronto","(43.73102251248037, -79.3142601666233)",43.73102251248037,-79.3142601666233
W5498097,ON,Toronto,Toronto,,9 Enid Cres,"9 Enid Cres, Toronto, ON",Single Family,2022-02-10,1699000,4 bed,3 bath,,13.87,18.45,15.04,32.49,Central air conditioning,Forced air,Detached garage,"Partially finished, N/A (Partially finished)",,,,"9 Enid Cres , Toronto","(43.7060687, -79.44350929999999)",43.7060687,-79.44350929999999
C5497406,ON,Toronto,Toronto,,81 A Front St E,"317 - 81 A Front St E, Toronto, ON",Condo,2022-02-10,749900,1 bed,1 bath,,0.0,0.0,15.51,10.92,,Forced Air,,,,,,"81 A Front St E , Toronto","(43.6518485, -79.3615002)",43.6518485,-79.3615002
E5496816,ON,Toronto,Toronto,,21 Kenworthy Ave,"21 Kenworthy Ave, Toronto, ON",Single Family,2022-02-10,1079000,2 bed,3 bath,,12.25,10.44,19.5,0.0,,Radiant,,Sep Entrance,,,,"21 Kenworthy Ave , Toronto","(43.69128963157895, -79.2833593)",43.69128963157895,-79.2833593
C5496801,ON,Toronto,Toronto,,89 Mcgill St,"2310 - 89 Mcgill St, Toronto, ON",Condo,2022-02-10,599900,1 bed,1 bath,,9.73,23.37,23.37,0.0,Central air conditioning,Forced air,Visitor parking,,,Balcony,,"89 Mcgill St , Toronto","(43.6606121, -79.3785633)",43.6606121,-79.3785633
C5497014,ON,Toronto,Toronto,,321 Joicey Blvd,"321 Joicey Blvd, Toronto, ON",Single Family,2022-02-10,2699900,5 bed,5 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,Attached garage,"N/A (Finished), Finished",,,,"321 Joicey Blvd , Toronto","(43.73484048571429, -79.42861189999999)",43.73484048571429,-79.42861189999999
C5497744,ON,Toronto,Toronto,,85 Chiltern Hill Rd,"85 Chiltern Hill Rd, Toronto, ON",Single Family,2022-02-10,2349000,4 bed,3 bath,,11.01,13.94,23.05,10.56,Central air conditioning,Forced air,Attached garage,"Finished, N/A (Finished)",,,,"85 Chiltern Hill Rd , Toronto","(43.69585634, -79.42595798)",43.69585634,-79.42595798
W5497081,ON,Toronto,Toronto,,10 Hamlyn Cres,"10 Hamlyn Cres, Toronto, ON",Single Family,2022-02-10,2425000,5 bed,6 bath,,20.3,26.4,15.2,19.8,Central air conditioning,Forced air,Attached garage,"N/A (Finished), Finished",,,,"10 Hamlyn Cres , Toronto","(43.6463355, -79.55418290420562)",43.6463355,-79.55418290420562
C5496938,ON,Toronto,Toronto,,70 Temperance St,"2004 - 70 Temperance St, Toronto, ON",Condo,2022-02-10,499000,0 bed,1 bath,,0.0,0.0,0.0,0.0,Central air conditioning,Forced air,Underground,,,Balcony,,"70 Temperance St , Toronto","(43.6505447, -79.38210984712389)",43.6505447,-79.38210984712389
C5499223,ON,Toronto,Toronto,,60 Shuter St,"308 - 60 Shuter St, Toronto, ON",Condo,2022-02-10,1188000,3 bed,2 bath,,8.92,22.78,22.78,22.78,Central air conditioning,Forced air,,,,,,"60 Shuter St , Toronto","(43.6551341, -79.37621692193805)",43.6551341,-79.37621692193805
W5497453,ON,Toronto,Toronto,,340 Dixon Rd,"408 - 340 Dixon Rd, Toronto, ON",Condo,2022-02-10,399900,2 bed,1 bath,,9.27,0.0,29.98,9.1,,Hot water radiator heat,,,,Balcony,,"340 Dixon Rd , Toronto","(43.696062850000004, -79.55411854766565)",43.696062850000004,-79.55411854766565
C5496585,ON,Toronto,Toronto,,617 Lansdowne Ave,"617 Lansdowne Ave, Toronto, ON",Single Family,2022-02-10,1149900,4 bed,2 bath,,7.59,12.78,18.16,14.25,Wall unit,Heat Pump,Detached garage,"Finished, N/A (Finished)",,Lane,,"617 Lansdowne Ave , Toronto","(43.65734851734264, -79.44224752112108)",43.65734851734264,-79.44224752112108
E5496702,ON,Toronto,Toronto,,58 Barker Ave,"58 Barker Ave, Toronto, ON",Single Family,2022-02-10,1198000,3 bed,2 bath,,9.47,0.0,17.43,13.89,Central air conditioning,Forced air,Detached garage,"Finished, N/A (Finished)",,,,"58 Barker Ave , Toronto","(43.7321243, -79.5620607)",43.7321243,-79.5620607
C5496789,ON,Toronto,Toronto,,51 East Liberty St,"1910 - 51 East Liberty St, Toronto, ON",Condo,2022-02-10,699000,2 bed,2 bath,,0.0,24.42,24.42,10.89,Central air conditioning,Forced air,,,,Balcony,,"51 East Liberty St , Toronto","(43.6387748, -79.4120329)",43.6387748,-79.4120329
C5496703,ON,Toronto,Toronto,,650 King St W,"201 - 650 King St W, Toronto, ON",Condo,2022-02-10,599000,1 bed,1 bath,,0.0,13.66,8.88,13.66,Central air conditioning,Heat Pump,,,,Balcony,,"650 King St W , Toronto","(43.6436892, -79.4038318)",43.6436892,-79.4038318
W5496819,ON,Toronto,Toronto,,63 Weston Rd,"63 Weston Rd, Toronto, ON",Townhome,2022-02-10,800000,4 bed,3 bath,,12.0,27.88,27.88,7.48,Central air conditioning,Forced air,Garage,,,Balcony,,"63 Weston Rd , Toronto","(43.673800226047305, -79.4687615497435)",43.673800226047305,-79.4687615497435
C5497209,ON,Toronto,Toronto,,60 St Patrick St,"728 - 60 St Patrick St, Toronto, ON",Condo,2022-02-10,449000,1 bed,1 bath,,0.0,13.31,13.31,4.81,Central air conditioning,Forced air,Underground,,,Balcony,,"60 St Patrick St , Toronto","(43.65183465217391, -79.38936969565218)",43.65183465217391,-79.38936969565218
C5497631,ON,Toronto,Toronto,,1 Yorkville Ave,"5508 - 1 Yorkville Ave, Toronto, ON",Condo,2022-02-10,1099000,3 bed,2 bath,,9.41,0.0,25.75,0.0,Central air conditioning,Forced air,Underground,,,Balcony,,"1 Yorkville Ave , Toronto","(43.67160525, -79.38768443594171)",43.67160525,-79.38768443594171
W5497568,ON,Toronto,Toronto,,266 Glenlake Ave,"266 Glenlake Ave, Toronto, ON",Single Family,2022-02-10,1499900,5 bed,2 bath,,18.22,12.48,13.54,19.97,Wall unit,Hot water radiator heat,,"Finished, N/A (Finished)",,,,"266 Glenlake Ave , Toronto","(43.65774626, -79.46492054)",43.65774626,-79.46492054
C5497578,ON,Toronto,Toronto,,167 Stibbard Ave,"167 Stibbard Ave, Toronto, ON",Single Family,2022-02-10,1699000,3 bed,2 bath,,0.0,0.0,0.0,0.0,,Radiant,,,,,,"167 Stibbard Ave , Toronto","(43.71696843548387, -79.39294908387097)",43.71696843548387,-79.39294908387097
C5497473,ON,Toronto,Toronto,,400 Adelaide St E,"1715 - 400 Adelaide St E, Toronto, ON",Condo,2022-02-10,948000,2 bed,2 bath,,0.0,0.0,0.0,0.0,,Forced Air,,,,,,"400 Adelaide St E , Toronto","(43.652682999999996, -79.3676889261983)",43.652682999999996,-79.3676889261983
C5497149,ON,Toronto,Toronto,,24 Wellesley St W,"1611 - 24 Wellesley St W, Toronto, ON",Condo,2022-02-10,699000,2 + 1 bed,2 bath,,0.0,25.0,25.0,8.4,,Forced Air,,,,,,"24 Wellesley St W , Toronto","(43.664782, -79.385776)",43.664782,-79.385776
E5497059,ON,Toronto,Toronto,,134 Eastwood Ave,"134 Eastwood Ave, Toronto, ON",Single Family,2022-02-10,1099900,4 + 2 bed,3 bath,,8.0,12.6,20.4,9.66,,Forced Air,,W/O,,,,"134 Eastwood Ave , Toronto","(43.694698366666664, -79.2692206)",43.694698366666664,-79.2692206
C5497326,ON,Toronto,Toronto,,15 Fort York Blvd,"1601 - 15 Fort York Blvd, Toronto, ON",Condo,2022-02-10,649900,1 + 1 bed,1 bath,,0.0,21.0,21.0,12.95,,Forced Air,,,,,,"15 Fort York Blvd , Toronto","(43.64004, -79.393893)",43.64004,-79.393893
W5497047,ON,Toronto,Toronto,,1 Hickory Tree Rd,"207 - 1 Hickory Tree Rd, Toronto, ON",Condo,2022-02-10,550000,1 + 1 bed,1 bath,,0.0,0.0,19.2,4.0,,Forced Air,,,,,,"1 Hickory Tree Rd , Toronto","(43.69796275, -79.51370046923252)",43.69796275,-79.51370046923252
W5497021,ON,Toronto,Toronto,,234 Queenslea Ave,"234 Queenslea Ave, Toronto, ON",Single Family,2022-02-10,1100000,3 + 1 bed,3 bath,,12.0,9.0,15.0,9.0,,Forced Air,,Sep Entrance,,,,"234 Queenslea Ave , Toronto","(43.7070845, -79.5260816)",43.7070845,-79.5260816
C5497184,ON,Toronto,Toronto,,39 Major St,"39 Major St, Toronto, ON",Single Family,2022-02-10,2349900,3 + 1 bed,4 bath,,0.0,0.0,0.0,15.3,,Forced Air,,Fin W/O,,,,"39 Major St , Toronto","(43.658802323809525, -79.40311875238095)",43.658802323809525,-79.40311875238095
W5497573,ON,Toronto,Toronto,,1267 Royal York Rd,"1267 Royal York Rd, Toronto, ON",Single Family,2022-02-10,2490000,2 + 1 bed,2 bath,,12.48,13.65,32.16,13.0,,Forced Air,,,,,,"1267 Royal York Rd , Toronto","(43.67160653026344, -79.52178210721074)",43.67160653026344,-79.52178210721074
C5497247,ON,Toronto,Toronto,,438 Richmond St W,"609 - 438 Richmond St W, Toronto, ON",Condo,2022-02-10,849000,2 bed,2 bath,,0.0,7.13,11.47,7.13,Central air conditioning,Forced air,,,,,,"438 Richmond St W , Toronto","(43.648098649999994, -79.39674350924224)",43.648098649999994,-79.39674350924224
C5497711,ON,Toronto,Toronto,,43 Eglinton Ave W,"1501 - 43 Eglinton Ave W, Toronto, ON",Condo,2022-02-10,479999,0 bed,1 bath,,0.0,15.6,15.6,5.52,,Forced Air,,,,,,"43 Eglinton Ave W , Toronto","(43.6715371, -79.5720341)",43.6715371,-79.5720341
E5497570,ON,Toronto,Toronto,,2 A Queensbury Ave,"201 - 2 A Queensbury Ave, Toronto, ON",Condo,2022-02-10,655000,1 bed,2 bath,,0.0,19.29,19.29,12.31,Central air conditioning,Forced air,Underground,,Storage - Locker,Balcony,,"2 A Queensbury Ave , Toronto","(43.6905881, -79.2765045)",43.6905881,-79.2765045
C5497482,ON,Toronto,Toronto,,33 Mill St,"306 - 33 Mill St, Toronto, ON",Condo,2022-02-10,649900,1 + 1 bed,1 bath,,0.0,19.44,19.44,19.44,,Forced Air,,,,,,"33 Mill St , Toronto","(43.650303449999996, -79.36067240513289)",43.650303449999996,-79.36067240513289
C5496919,ON,Toronto,Toronto,,955 Queen St W,"228 - 955 Queen St W, Toronto, ON",Condo,2022-02-10,699000,1 bed,1 bath,,0.0,0.0,23.58,0.0,Central air conditioning,Forced air,Underground,,,Balcony,,"955 Queen St W , Toronto","(43.6447982, -79.41407125495209)",43.6447982,-79.41407125495209
C5496601,ON,Toronto,Toronto,,438 King St W,"1015 - 438 King St W, Toronto, ON",Condo,2022-02-10,798800,2 bed,2 bath,,9.11,9.42,9.42,9.42,Central air conditioning,Forced air,,,,Balcony,,"438 King St W , Toronto","(43.645831650000005, -79.39459501518806)",43.645831650000005,-79.39459501518806
C5497552,ON,Toronto,Toronto,,77 Maitland Pl,"907 - 77 Maitland Pl, Toronto, ON",Condo,2022-02-10,825000,2 bed,2 bath,,11.01,3.89,22.74,7.14,Central air conditioning,Forced air,,,,Balcony,,"77 Maitland Pl , Toronto","(43.66498555, -79.37689512385495)",43.66498555,-79.37689512385495
